,real_target,Prediction
212,urachal cyst : diagnosis,[{'summary_text': 'urachal cysts . symbiosis - diagnosis - physiology . diagnosis : diagnosis / diagnosis'}]
213,methemoglobinemia : physiology,[{'summary_text': 'tetrameric hemoglobin . hepatitis c – physiology : physiologie .'}]
214,post-concussion syndrome : treatments,[{'summary_text': 'post-concussion syndrome . symptoms : treatments physiology - treatments . experts - treatment - interventions in general'}]
215,hypervitaminosis a : physiology,[{'summary_text': 'preformed vitamin a : absorption & storage . hepatitis c : physiology : symptoms'}]
216,nerve compression syndrome : treatments,[{'summary_text': 'neuropathy : treatments physiology : treatment . physiologic emphysicist syndrome - treatments'}]
217,buruli ulcer : prevention,[{'summary_text': 'bacillus calmette-guérin . bacterium ulcerans - a bacterial - may . offer temporary protection .'}]
218,dream : general,[{'summary_text': 'dreams : physiology : causes physiologic : treatments . sociology: causes of psychiatric relapse : symptoms'}]
219,burkholderia : general,[{'summary_text': 'genus burkholderia . he says it is a symptom of melioidosis . disease : causes'}]
220,extensively drug-resistant tuberculosis : treatments,[{'summary_text': 'xdr-tb disease : treatments - treatment - physiology - treatments : treatment : therapies  socio-economic factors'}]
221,goitre : general,[{'summary_text': 'goitre . er|or goiter : physiology . a thyroid deficiency : causes'}]
222,prediabetes : general,[{'summary_text': 'diabetes mellitus : diagnosis physiology : treatments physiologique : diagnostic physiologies : symptoms : general'}]
223,incisional hernia : causes,[{'summary_text': 'incisional hernias : physiology : causes physiologic : symptoms . symptoms: causes of illness – causes'}]
224,dysgeusia : general,[{'summary_text': 'dysgeusia : physiology : symptoms : causes . socio-economic status of dysgeuda - symptoms'}]
225,angelman syndrome : treatments,[{'summary_text': 'angelman syndrome : treatments physiology . physiologic symbiosis . symptoms : prevention'}]
226,animal communication : general,[{'summary_text': 'animal communication : generalism : physiology . physiological biology - general : diagnosis : treatments'}]
227,mesothelioma : prevention,[{'summary_text': 'mesothelioma : prevents physiology . experts say prevention is a good idea . expert says prevention can be a problem .'}]
228,wolfram syndrome : general,[{'summary_text': 'wolfram syndrome . causes childhood-onset diabetes mellitus . affects the central nervous system (especially the brainstem)'}]
229,tooth ankylosis : diagnosis,[{'summary_text': 'tooth ankylosis : diagnostic physiology : diagnosis . physiologic fibromyalgia : diagnoses'}]
230,itch : symptoms,[{'summary_text': 'itch : physiology : treatments physiologic : interventions . socio-economic stress : responses : symptoms'}]
231,ranula : treatments,[{'summary_text': 'ranulae . re-establish a connection with the oral cavity . the asymptomatic sublingual gland .'}]
232,near-sightedness : causes,[{'summary_text': 'myopia : physiology - causes : causes physiological : treatments . socioeconomic ephemeral dysplasia . causes'}]
233,hemolytic anemia : general,[{'summary_text': 'hemolytic anemia . he says general hepatitis c : physiology . general spleen : symptoms'}]
234,trachoma : causes,[{'summary_text': 'trachoma : physiology : causes . physiologic syndrome - causes - physiological diagnosis'}]
235,giant-cell arteritis : symptoms,[{'summary_text': 'giant-cell arteritis . symptoms include bruits fever headache . aortic aneurysm : diagnosis'}]
236,food intolerance : causes,[{'summary_text': 'food intolerance : physiology - symptoms : causes physiologic : symptoms . socio-economic status - causes'}]
237,uterine perforation : general,[{'summary_text': 'uterine perforation : physiology : causes physiological . physiologic complication : symptoms'}]
238,sleep deprivation : general,[{'summary_text': 'sleep deprivation : physiology : symptoms : causes . socioeconomics : treatments: treatments'}]
239,mastoiditis : treatments,[{'summary_text': 'mastoiditis in developed countries . eustachian tube infection : treatments : treatment : therapies . expert expert . expert: treatments'}]
240,hyperemesis gravidarum : general,"[{'summary_text': 'hyperemesis gravidarum . symptoms include nausea, vomiting, weight loss and dehydration . they include thyrotoxicosis, overactive thyroid .'}]"
241,hypothermia : causes,[{'summary_text': 'hypothermiaage jpg|thumb|left|right|rightst image : physiology .'}]
242,dysplastic nevus syndrome : diagnosis,[{'summary_text': 'melanocytic nevi : definition fammm - definition - physiology . atypical melonoma : diagnosis'}]
243,balanitis : symptoms,[{'summary_text': 'balanitis . symptoms can include: physiology . physiologic syndrome – symptoms – physiotherapy .'}]
244,paraphilia : general,[{'summary_text': 'paraphilia : physiology : causes . physiologic paraphilis : treatments : general'}]
245,sleep paralysis : general,[{'summary_text': 'rem sleep paralysis : physiology : general . physiologic paralysis syndrome : symptoms : causes'}]
246,taeniasis : transmission,[{'summary_text': 'taeniasis . hepatitis c : physiology : treatments physiologique . treatments'}]
247,idiopathic orbital inflammatory disease : physiology,[{'summary_text': 'idiopathic orbital inflammation : physiology - diagnosis : causes . physiologic ioi : symptoms'}]
248,gene duplication : general,[{'summary_text': 'gene duplication (or chromosomal duplication) is a major mechanism through which new genetic material is generated during molecular evolution . it can be defined as any duplication of a region of dna .'}]
249,near-sightedness : prevention,[{'summary_text': 'bifocal and progressive lenses . scleral reinforcement surgery : physiology . diagnosis : prevention : treatments'}]
250,right ventricular hypertrophy : physiology,[{'summary_text': 'right ventricular hypertrophy : physiology : causes : mechanisms physiologique . physiological : pathways'}]
251,dandy–walker malformation : symptoms,[{'summary_text': 'dandy–walker variant . he says dwm asymptomatic syringomyelia . neuropathy : symptoms'}]
252,donohue syndrome : diagnosis,[{'summary_text': 'donohue syndrome . diagnosis : diagnosis . epidemiology : treatments : diagnoses : diagnostics . consultant: diagnosis'}]
253,refeeding syndrome : treatments,[{'summary_text': 'critically ill refeeding syndrome : treatments physiology : treatment physiologie . rebirth : diagnosis'}]
254,mitral insufficiency : physiology,[{'summary_text': 'acute phase acute mr . causes a sudden volume overload of both the left atrium and the left ventricle . cause : physiology'}]
255,mucormycosis : general,[{'summary_text': 'mucormycosis . he says disease characterized by hyphema . disease : causes . causes'}]
256,necrotizing enterocolitis : diagnosis,"[{'summary_text': ""bell's stage 2 (definite disease) diagnosis : diagnostic physiology . experts say diagnosis is a symptomatic symptom .""}]"
257,pelvic inflammatory disease : prevention,[{'summary_text': 'pelvic inflammatory disease . sex partners may have a sexually transmitted infection . sexual monogamia : prevention'}]
258,kwashiorkor : causes,[{'summary_text': 'kwashiorkor : physiology : causes . physiologic etiology : symptoms'}]
259,picornavirus : general,[{'summary_text': 'picornaviridae : physiology : general physiologies - general . hepatitis c : causes'}]
260,high-grade prostatic intraepithelial neoplasia : diagnosis,[{'summary_text': 'hgpin . a pathologist . can diagnose it . it is a symptom of a brain tumour .'}]
261,cholecystitis : symptoms,[{'summary_text': 'cholecystitis . symptoms include biliary colic . symptomatic recurrent : symptoms'}]
262,hereditary elliptocytosis : physiology,[{'summary_text': 'hereditary elliptocytosis . erythrocytes deformed by passing through capillary : physiology'}]
263,lateral medullary syndrome : causes,[{'summary_text': 'cerebellum artery : physiology : causes physiologic . physiological esophageal vascular disease : symptoms'}]
264,cholecystitis : diagnosis,[{'summary_text': 'chronic cholecystitis : diagnose . adolescent lymphomyelitis : diagnosis'}]
265,tangier disease : general,[{'summary_text': 'tangier disease or hypoalphalipoproteinemia . symptoms include severe reduction in the amount of high density lipoprotein .'}]
266,migraine : physiology,[{'summary_text': 'migraine : physiology - physiologies : causes : symptoms : mechanisms physiologique . sociology : treatments'}]
267,cellulitis : symptoms,[{'summary_text': 'cellulitis . symptoms symptoms : symptoms . diagnosis : diagnosis . treatments : diagnoses . dermatologists'}]
268,space adaptation syndrome : causes,[{'summary_text': 'motion sickness : physiology : treatments . physiologic syndrome : treatment physiological esophageal arthritis : symptoms'}]
269,criminal psychology : general,[{'summary_text': 'criminal psychology . general : physiology . physiologie : general . parasystrophy . physiologic psychiatry .'}]
270,biotinidase deficiency : symptoms,"[{'summary_text': 'biotinidase deficiency . symptoms include hypotonia, muscle/limb weakness . alopecia : symptoms'}]"
271,x-linked intellectual disability : general,[{'summary_text': 'x-linked intellectual disability : physiology : general physiologies - general . syndroma : symptoms'}]
272,hypothalamus : general,[{'summary_text': 'hypothalamus : physiology - Physiology : general . sociology and neuroanatomy - general'}]
273,diplopia : diagnosis,[{'summary_text': 'diplopia : diagnoses : diagnosis : treatments . experts : diagnosing ephemera : diagnostic'}]
274,schizoid personality disorder : treatments,[{'summary_text': 'schizoid personality disorder . he says treatment can be a cure for depression . psychoanalytic therapy : treatments'}]
275,megalencephaly : general,[{'summary_text': 'megalencephaly (or abbreviated meg) is a growth development disorder . it is characterized by a brain with an average weight of 2.5 standard deviation .'}]
276,rumination syndrome : treatments,[{'summary_text': 'rumination : treatments physiology . physiologic aversion syndrome : treatment physiological : prevention'}]
277,mycoplasma : physiology,[{'summary_text': 'mycoplasma genitalium . causes of cervicitis : physiology . hepatosis'}]
278,mesenteric ischemia : treatments,[{'summary_text': 'non-occlusive mesenteric ischemia . hepatitis c - a sclerosis : treatments'}]
279,proctitis : causes,[{'summary_text': 'radiation proctitis . causes include irradiation or sexually transmitted infection . cause of sex with partner : causes'}]
280,eclampsia : physiology,[{'summary_text': 'eclampsia : physiology : causes . symbiosis . physiologic'}]
281,seborrheic keratosis : treatments,"[{'summary_text': 'seborrheic keratosis . treatments are not necessary, except for aesthetic reasons . treatment is not necessary .'}]"
282,shwachman–diamond syndrome : physiology,[{'summary_text': 'eukaryote : physiology : causes : mechanisms physiological . sbds gene : general'}]
283,cadaver : general,[{'summary_text': 'cadaver . a general general general . general adolescence : physiology and physiologie .'}]
284,voyeurism : general,"[{'summary_text': ""voyeurism . he says it's a general general . general heaviness : physiology""}]"
285,lambert–eaton myasthenic syndrome : treatments,"[{'summary_text': '3,4-diaminopyridine . physiology : treatments : treatment . ephemeral symbiosis'}]"
286,paraphilia : diagnosis,[{'summary_text': 'sexual fetishism : diagnoses : diagnosis : treatments . socio-economic psychiatric syndrome : symptoms'}]
287,tracheoesophageal fistula : treatments,[{'summary_text': 'anastomosis : surgical resection . physiology : treatments . treatments : diagnosis .physiology'}]
288,microvascular angina : causes,[{'summary_text': 'microvascular angina : physiology - causes physiologic : causes : symptoms : treatments : conditions : general'}]
289,peptic ulcer disease : treatments,[{'summary_text': 'stent thrombosis : treatments physiology : treatment physiologies – treatments – treatment – physiotherapy – interventions – therapies'}]
290,histoplasmosis : prevention,[{'summary_text': 'histoplasmosis : prevention & prevention : treatments . experts: prevention of infection - prevention – prevention'}]
