,real_target,Prediction
310,aorta : general,[{'summary_text': 'aorta is a major city in the world .'}]
311,intrauterine growth restriction : treatments,[{'summary_text': 'intrauterine growth restriction : treatments for the disease . .'}]
312,epileptic seizure : diagnosis,[{'summary_text': 'epileptic seizure : diagnosis of a symptom '}]
313,hyperglycemia : diagnosis,[{'summary_text': 'hyperglycemia : diagnosis of a symptom .'}]
314,degenerative disc disease : diagnosis,[{'summary_text': 'degenerative disc disease degenerative disease : diagnosis . - '}]
315,myelodysplastic syndrome : diagnosis,[{'summary_text': 'myelodysplastic syndrome is a chronic disease . '}]
316,cognitive dissonance : general,[{'summary_text': 'cognitive dissonance : a common symptom . .'}]
317,prader–willi syndrome : diagnosis,[{'summary_text': 'prader–willi syndrome : diagnosis of . .'}]
318,congenital afibrinogenemia : treatments,[{'summary_text': 'congenital afibrinogenemia : treatments '}]
319,hyperuricemia : general,[{'summary_text': 'hyperuricemia : a common symptom . .'}]
320,pseudolymphoma : general,[{'summary_text': 'pseudolymphoma : a sympathetic '}]
321,suicidal ideation : prevention,[{'summary_text': 'suicidal ideation is the prevention of a serious injury '}]
322,mucormycosis : diagnosis,[{'summary_text': 'mucormycosis : diagnosis of . bowel disease'}]
323,raynaud syndrome : symptoms,[{'summary_text': 'raynaud syndrome . symptoms are not uncommon . '}]
324,rett syndrome : diagnosis,[{'summary_text': 'rett syndrome is a rare disease . it can cause'}]
325,wolff–parkinson–white syndrome : diagnosis,[{'summary_text': 'wolff–parkinson–white syndrome : diagnosis .'}]
326,factor vii : general,[{'summary_text': 'factor vii : a san francisco .'}]
327,systemic lupus erythematosus : physiology,[{'summary_text': 'systemic lupus erythematosus :'}]
328,urogenital tuberculosis : general,[{'summary_text': 'urogenital tuberculosis : a '}]
329,hypoproteinemia : diagnosis,[{'summary_text': 'hypoproteinemia is the diagnosis of a serious illness . .'}]
330,unverricht–lundborg disease : physiology,[{'summary_text': 'unverricht–lundborg disease : physiology .'}]
331,intestinal pseudo-obstruction : treatments,[{'summary_text': 'intestinal pseudo-obstruction : treatments for the disease .'}]
332,carcinoma : general,[{'summary_text': 'carcinoma : a sympathetic sclerosis .'}]
333,fowlpox : treatments,[{'summary_text': 'fowlpox : treatments for the disease . '}]
334,diffuse esophageal spasm : symptoms,[{'summary_text': 'diffuse esophageal spasm : symptoms .'}]
335,cardiogenic shock : diagnosis,[{'summary_text': 'cardiogenic shock : diagnosis of a comorbid .'}]
336,diaphragmatic rupture : symptoms,[{'summary_text': 'diaphragmatic rupture : symptoms of a . '}]
337,retinitis pigmentosa : physiology,[{'summary_text': 'retinitis pigmentosa : physiology '}]
338,periventricular leukomalacia : general,[{'summary_text': 'periventricular leukomalacia : symptomatic '}]
339,atypical hemolytic uremic syndrome : symptoms,[{'summary_text': 'atypical hemolytic uremic syndrome . symptoms of a'}]
340,color vision : general,[{'summary_text': 'color vision : a brief overview of the state of the u'}]
341,attention deficit hyperactivity disorder : general,[{'summary_text': 'attention deficit hyperactivity disorder : a sympathetic disorder'}]
342,visna-maedi virus : transmission,[{'summary_text': 'visna-maedi virus : transmission .'}]
343,peripheral neuropathy : treatments,[{'summary_text': 'peripheral neuropathy . a symptom asymptomatic .'}]
344,odontogenic cyst : general,[{'summary_text': 'odontogenic cyst : a symptom of a'}]
345,acute necrotizing ulcerative gingivitis : symptoms,[{'summary_text': 'acute necrotizing ulcerative gingivitis : symptoms .'}]
346,sertoli cell-only syndrome : treatments,[{'summary_text': 'sertoli cell-only syndrome is a chronic disease . '}]
347,subacute sclerosing panencephalitis : diagnosis,[{'summary_text': 'subacute sclerosing panencephalitis : diagnosis'}]
348,obliterative bronchiolitis : prevention,[{'summary_text': 'obliterative bronchiolitis : prevention .'}]
349,dermatitis herpetiformis : symptoms,[{'summary_text': 'dermatitis herpetiformis symptoms : symptoms .'}]
350,glioma : general,[{'summary_text': 'glioma is the most populous country in the world '}]
351,tardive dyskinesia : general,[{'summary_text': 'tardive dyskinesia : a symptom .'}]
352,essential hypertension : physiology,[{'summary_text': 'essential hypertension : physiology . click here for more information'}]
353,dentin dysplasia : treatments,[{'summary_text': 'dentin dysplasia : treatments for the condition .'}]
354,frostbite : prevention,[{'summary_text': 'frostbite is a common disease . it is common to'}]
355,idiopathic intracranial hypertension : treatments,[{'summary_text': 'idiopathic intracranial hypertension : treatments .'}]
356,spontaneous remission : general,[{'summary_text': 'spontaneous remission : a symptom of the brain .'}]
357,vaginitis : general,[{'summary_text': 'vaginitis is the most common disease in the world .'}]
358,tennis elbow : prevention,[{'summary_text': 'tennis elbow : prevention . click here for all the latest tennis news'}]
359,whiplash (medicine) : symptoms,[{'summary_text': 'whiplash (medicine) symptoms : symptoms of a coma'}]
360,startle response : general,[{'summary_text': 'startle response : a resurgence in the u'}]
361,cri du chat syndrome : general,[{'summary_text': 'cri du chat syndrome is the most common disorder in the world .'}]
362,renovascular hypertension : symptoms,[{'summary_text': 'renovascular hypertension . symptoms are common in the u'}]
363,lecithin cholesterol acyltransferase deficiency : diagnosis,[{'summary_text': 'lecithin cholesterol acyltransferase defic'}]
364,ototoxicity : symptoms,[{'summary_text': 'ototoxicity is a common disorder in the u.s'}]
365,papillary thyroid cancer : general,[{'summary_text': 'papillary thyroid cancer is a cancer characterized by a '}]
366,sleep : physiology,[{'summary_text': 'sleep physiology : a symbiosis'}]
367,huntington's disease : diagnosis,"[{'summary_text': ""huntington's disease is a rare disorder . it can cause""}]"
368,lipid pneumonia : symptoms,[{'summary_text': 'lipid pneumonia . symptoms are common in u.s. '}]
369,ellis–van creveld syndrome : symptoms,[{'summary_text': 'ellis–van creveld syndrome . symptoms are common '}]
370,hyperandrogenism : diagnosis,[{'summary_text': 'hyperandrogenism is the diagnosis of a symptom .'}]
371,bernard–soulier syndrome : treatments,[{'summary_text': 'bernard–soulier syndrome : treatments . '}]
372,camurati–engelmann disease : diagnosis,[{'summary_text': 'camurati–engelmann disease : diagnosis and diagnosis .'}]
373,endometriosis : treatments,[{'summary_text': 'endometriosis treatment : treatments . a '}]
374,diffuse idiopathic skeletal hyperostosis : treatments,[{'summary_text': 'diffuse idiopathic skeletal hyperostosis :'}]
375,neonatal jaundice : general,"[{'summary_text': ""neonatal jaundice : 'stupid'""}]"
376,mastocytoma : symptoms,[{'summary_text': 'mastocytoma symptoms : symptoms . elg'}]
377,septic arthritis : treatments,[{'summary_text': 'septic arthritis treatments : treatments . u.s.'}]
378,substance dependence : general,[{'summary_text': 'substance dependence : systicism . u.'}]
379,dermatitis : general,[{'summary_text': 'dermatitis : a sympathetic .'}]
380,pyloric stenosis : symptoms,[{'summary_text': 'pyloric stenosis : symptoms .'}]
381,sjögren–larsson syndrome : causes,[{'summary_text': 'sjögren–larsson syndrome : causes '}]
382,interoception : treatments,[{'summary_text': 'interoception is a treatment based on the findings of a'}]
383,sphincter of oddi dysfunction : general,[{'summary_text': 'oddi dysfunction : sphincter of oddi .'}]
384,alien hand syndrome : causes,[{'summary_text': 'alien hand syndrome is a symptom of a brain injury .'}]
385,fifth disease : treatments,[{'summary_text': 'fifth disease is a chronic disease . it is referred to as'}]
386,keloid : causes,[{'summary_text': 'keloid : causes of a sympathetic disorder'}]
387,jejunum : general,"[{'summary_text': ""jejunum : what is the world's most important topic ""}]"
388,metatarsalgia : diagnosis,[{'summary_text': 'metatarsalgia : diagnosis of . .'}]
389,hemianopsia : general,[{'summary_text': 'hemianopsia is the most populous country in the'}]
390,overweight : causes,[{'summary_text': 'overweight are the causes . : if you are looking for '}]
391,psychological refractory period : general,[{'summary_text': 'psychological refractory period : a recurrent period '}]
392,colorado tick fever : diagnosis,[{'summary_text': 'colorado tick fever is the most common symptom in the world'}]
393,lactic acidosis : general,[{'summary_text': 'lactic acidosis : a common symptom .'}]
394,gastric antral vascular ectasia : physiology,[{'summary_text': 'gastric antral vascular ectasia : physio'}]
395,extrapulmonary tuberculosis : general,[{'summary_text': 'extrapulmonary tuberculosis : a general .'}]
396,cone dystrophy : physiology,[{'summary_text': 'cone dystrophy physiology : physio . .'}]
397,chondroma : diagnosis,[{'summary_text': 'chondroma : diagnosis . hepatitis'}]
398,glycogen storage disease type ii : symptoms,[{'summary_text': 'glycogen storage disease type ii . symptoms are not uncommon '}]
399,balantidiasis : symptoms,[{'summary_text': 'balantidiasis symptoms : symptoms of a coma'}]
400,holocarboxylase synthetase deficiency : diagnosis,[{'summary_text': 'holocarboxylase synthetase defic'}]
401,ergotism : general,[{'summary_text': 'ergotism is the most common disease in the world .'}]
402,meigs' syndrome : treatments,"[{'summary_text': ""meigs' syndrome is a chronic disease . it is""}]"
403,tularemia : causes,[{'summary_text': 'tularemia is the cause of a coma .'}]
404,dextrocardia : treatments,[{'summary_text': 'dextrocardia is a chronic disease . it'}]
405,rumination syndrome : causes,[{'summary_text': 'rumination syndrome : causes of . a .'}]
406,myxoma : symptoms,[{'summary_text': 'myxoma symptoms : symptoms . eli'}]
407,mitral insufficiency : symptoms,[{'summary_text': 'mitral insufficiency symptoms : symptoms . .'}]
408,hereditary spastic paraplegia : treatments,[{'summary_text': 'hereditary spastic paraplegia : treatments .'}]
409,transfusion-related acute lung injury : physiology,[{'summary_text': 'transfusion-related acute lung injury : physiology and physio'}]
410,proctocolitis : general,[{'summary_text': 'proctocolitis is a serious disease . it can cause'}]
411,head and neck cancer : causes,[{'summary_text': 'head and neck cancer are the causes of a coma .'}]
412,subclavian steal syndrome : physiology,[{'summary_text': 'subclavian steal syndrome : physiology . .'}]
413,schistosoma japonicum : prevention,[{'summary_text': 'schistosoma japonicum : prevention .'}]
414,cutaneous leishmaniasis : symptoms,[{'summary_text': 'cutaneous leishmaniasis . symptoms : symptoms .'}]
415,coagulopathy : treatments,[{'summary_text': 'coagulopathy is a treatment for a symptom . '}]
416,abusive head trauma : physiology,[{'summary_text': 'abusive head trauma . physiology : physiotherapy .'}]
417,anomia : general,[{'summary_text': 'anomia : a sympathetic . .'}]
418,argininemia : treatments,[{'summary_text': 'argininemia is a chronic disease characterized by a'}]
419,female infertility : diagnosis,[{'summary_text': 'female infertility is a common condition . it is common'}]
420,bronchus : symptoms,[{'summary_text': 'bronchus symptoms : symptoms of a coma '}]
421,hematuria : general,[{'summary_text': 'hematuria is the most populous country in the world '}]
422,venous ulcer : symptoms,[{'summary_text': 'venous ulcer : symptoms of . bowel syndrome .'}]
423,tooth resorption : causes,[{'summary_text': 'tooth resorption : causes of a coma .'}]
424,autoimmune disease : diagnosis,[{'summary_text': 'autoimmune disease : diagnosis of a . sym'}]
425,lung abscess : diagnosis,[{'summary_text': 'lung abscess : diagnosis of a serious condition .'}]
426,egg allergy : symptoms,[{'summary_text': 'egg allergy symptoms : symptoms of a swollen nose '}]
427,pasteurella : physiology,[{'summary_text': 'pasteurella physiology : physiotherapy . .'}]
428,aicardi syndrome : general,[{'summary_text': 'aicardi syndrome is a common disorder . a '}]
429,human t-lymphotropic virus : general,[{'summary_text': 'human t-lymphotropic virus : a .'}]
430,urogenital fistula : treatments,[{'summary_text': 'urogenital fistula : treatments for the disease '}]
431,hypovolemia : general,[{'summary_text': 'hypovolemia is a common disorder . it is common .'}]
432,psychological trauma : causes,[{'summary_text': 'psychological trauma : causes of a comorbidity .'}]
433,cough : physiology,[{'summary_text': 'cough physiology : physiotherapy . elg'}]
434,trichiasis : general,[{'summary_text': 'trichiasis is the most common disorder in the world .'}]
435,photodermatitis : causes,[{'summary_text': 'photodermatitis is a disorder characterized by sclerosis '}]
436,necrosis : causes,[{'summary_text': 'necrosis is a common disorder in the u.s.'}]
437,warble fly : prevention,[{'summary_text': 'warble fly : prevention . u.s. embassy'}]
438,ventricular aneurysm : general,[{'summary_text': 'ventricular aneurysm is the most common symptom .'}]
439,aversion therapy : general,[{'summary_text': 'aversion therapy is a common practice in the u.s'}]
440,rosai–dorfman disease : treatments,[{'summary_text': 'rosai–dorfman disease is a chronic disease .'}]
441,anorexia nervosa : general,[{'summary_text': 'anorexia nervosa is a symptom of'}]
442,mumps : symptoms,[{'summary_text': 'mumps symptoms : symptoms . a coma '}]
443,mycoplasma : general,[{'summary_text': 'mycoplasma : a symbiosis'}]
444,priapism : treatments,[{'summary_text': 'priapism is a chronic disease . it can cause'}]
445,long qt syndrome : treatments,[{'summary_text': 'long qt syndrome is a chronic disease . it can cause'}]
446,tricuspid insufficiency : physiology,[{'summary_text': 'tricuspid insufficiency : physiology '}]
447,hypospadias : diagnosis,[{'summary_text': 'hypospadiasis is a common disease . .'}]
